DateTime, Sensor, Temperature (Celcius)
2017-06-04 00:00:09 +0800, MAX6675, 27.613636
2017-06-04 00:00:33 +0800, MAX6675, 27.750000
2017-06-04 00:00:58 +0800, MAX6675, 27.704546
2017-06-04 00:01:22 +0800, MAX6675, 27.613636
2017-06-04 00:01:47 +0800, MAX6675, 27.840910
2017-06-04 00:02:11 +0800, MAX6675, 27.795454
2017-06-04 00:02:36 +0800, MAX6675, 27.659090
2017-06-04 00:03:00 +0800, MAX6675, 27.750000
2017-06-04 00:03:25 +0800, MAX6675, 27.659090
2017-06-04 00:03:49 +0800, MAX6675, 27.840910
2017-06-04 00:04:14 +0800, MAX6675, 27.727272
2017-06-04 00:04:38 +0800, MAX6675, 27.772728
2017-06-04 00:05:03 +0800, MAX6675, 27.886364
2017-06-04 00:05:27 +0800, MAX6675, 27.681818
2017-06-04 00:05:52 +0800, MAX6675, 27.659090
2017-06-04 00:06:16 +0800, MAX6675, 27.659090
2017-06-04 00:06:41 +0800, MAX6675, 27.636364
2017-06-04 00:07:05 +0800, MAX6675, 27.613636
2017-06-04 00:07:30 +0800, MAX6675, 27.704546
2017-06-04 00:07:54 +0800, MAX6675, 27.886364
2017-06-04 00:08:19 +0800, MAX6675, 27.704546
2017-06-04 00:08:43 +0800, MAX6675, 27.636364
2017-06-04 00:09:08 +0800, MAX6675, 27.659090
2017-06-04 00:09:32 +0800, MAX6675, 27.750000
2017-06-04 00:09:57 +0800, MAX6675, 27.681818
2017-06-04 00:10:21 +0800, MAX6675, 27.590910
2017-06-04 00:10:46 +0800, MAX6675, 27.568182
2017-06-04 00:11:10 +0800, MAX6675, 27.727272
2017-06-04 00:11:35 +0800, MAX6675, 27.613636
2017-06-04 00:11:59 +0800, MAX6675, 27.772728
2017-06-04 00:12:24 +0800, MAX6675, 27.659090
2017-06-04 00:12:48 +0800, MAX6675, 27.636364
2017-06-04 00:13:12 +0800, MAX6675, 27.681818
2017-06-04 00:13:37 +0800, MAX6675, 27.681818
2017-06-04 00:14:01 +0800, MAX6675, 27.772728
2017-06-04 00:14:26 +0800, MAX6675, 27.500000
2017-06-04 00:14:50 +0800, MAX6675, 27.636364
2017-06-04 00:15:15 +0800, MAX6675, 27.636364
2017-06-04 00:15:39 +0800, MAX6675, 27.590910
2017-06-04 00:16:04 +0800, MAX6675, 27.727272
2017-06-04 00:16:28 +0800, MAX6675, 27.659090
2017-06-04 00:16:53 +0800, MAX6675, 27.568182
2017-06-04 00:17:17 +0800, MAX6675, 27.704546
2017-06-04 00:17:42 +0800, MAX6675, 27.636364
2017-06-04 00:18:06 +0800, MAX6675, 27.636364
2017-06-04 00:18:31 +0800, MAX6675, 27.522728
2017-06-04 00:18:55 +0800, MAX6675, 27.772728
2017-06-04 00:19:20 +0800, MAX6675, 27.704546
2017-06-04 00:19:44 +0800, MAX6675, 27.636364
2017-06-04 00:20:09 +0800, MAX6675, 27.772728
2017-06-04 00:20:33 +0800, MAX6675, 27.681818
2017-06-04 00:20:58 +0800, MAX6675, 27.500000
2017-06-04 00:21:22 +0800, MAX6675, 27.590910
2017-06-04 00:21:47 +0800, MAX6675, 27.590910
2017-06-04 00:22:11 +0800, MAX6675, 27.636364
2017-06-04 00:22:36 +0800, MAX6675, 27.727272
2017-06-04 00:23:00 +0800, MAX6675, 27.590910
2017-06-04 00:23:25 +0800, MAX6675, 27.681818
2017-06-04 00:23:49 +0800, MAX6675, 27.613636
2017-06-04 00:24:14 +0800, MAX6675, 27.613636
2017-06-04 00:24:38 +0800, MAX6675, 27.681818
2017-06-04 00:25:03 +0800, MAX6675, 27.590910
2017-06-04 00:25:27 +0800, MAX6675, 27.727272
2017-06-04 00:25:51 +0800, MAX6675, 27.636364
2017-06-04 00:26:16 +0800, MAX6675, 27.613636
2017-06-04 00:26:40 +0800, MAX6675, 27.636364
2017-06-04 00:27:05 +0800, MAX6675, 27.613636
2017-06-04 00:27:29 +0800, MAX6675, 27.590910
2017-06-04 00:27:54 +0800, MAX6675, 27.568182
2017-06-04 00:28:18 +0800, MAX6675, 27.500000
2017-06-04 00:28:43 +0800, MAX6675, 27.727272
2017-06-04 00:29:07 +0800, MAX6675, 27.704546
2017-06-04 00:29:32 +0800, MAX6675, 27.590910
2017-06-04 00:29:56 +0800, MAX6675, 27.613636
2017-06-04 00:30:21 +0800, MAX6675, 27.727272
2017-06-04 00:30:45 +0800, MAX6675, 27.931818
2017-06-04 00:31:10 +0800, MAX6675, 28.318182
2017-06-04 00:31:34 +0800, MAX6675, 29.159090
2017-06-04 00:31:59 +0800, MAX6675, 30.477272
2017-06-04 00:32:23 +0800, MAX6675, 31.977272
2017-06-04 00:32:48 +0800, MAX6675, 33.386364
2017-06-04 00:33:12 +0800, MAX6675, 34.818180
2017-06-04 00:33:37 +0800, MAX6675, 36.500000
2017-06-04 00:34:01 +0800, MAX6675, 37.477272
2017-06-04 00:34:26 +0800, MAX6675, 38.886364
2017-06-04 00:34:50 +0800, MAX6675, 39.954544
2017-06-04 00:35:15 +0800, MAX6675, 40.977272
2017-06-04 00:35:39 +0800, MAX6675, 41.909092
2017-06-04 00:36:04 +0800, MAX6675, 42.818180
2017-06-04 00:36:28 +0800, MAX6675, 43.318180
2017-06-04 00:36:53 +0800, MAX6675, 44.000000
2017-06-04 00:37:17 +0800, MAX6675, 44.295456
2017-06-04 00:37:42 +0800, MAX6675, 45.000000
2017-06-04 00:38:06 +0800, MAX6675, 45.250000
