DateTime, Sensor, Temperature (Celcius)
2016-11-05 00:00:00 +0800, MAX6675, 23.818182
2016-11-05 00:00:25 +0800, MAX6675, 23.795454
2016-11-05 00:00:49 +0800, MAX6675, 23.795454
2016-11-05 00:01:14 +0800, MAX6675, 23.886364
2016-11-05 00:01:38 +0800, MAX6675, 23.727272
2016-11-05 00:02:03 +0800, MAX6675, 23.772728
2016-11-05 00:02:27 +0800, MAX6675, 23.886364
2016-11-05 00:02:51 +0800, MAX6675, 23.886364
2016-11-05 00:03:16 +0800, MAX6675, 23.750000
2016-11-05 00:03:40 +0800, MAX6675, 23.909090
2016-11-05 00:04:05 +0800, MAX6675, 23.909090
2016-11-05 00:04:29 +0800, MAX6675, 23.931818
2016-11-05 00:04:54 +0800, MAX6675, 23.750000
2016-11-05 00:05:18 +0800, MAX6675, 23.954546
2016-11-05 00:05:43 +0800, MAX6675, 23.954546
2016-11-05 00:06:07 +0800, MAX6675, 23.931818
2016-11-05 00:06:32 +0800, MAX6675, 23.977272
2016-11-05 00:06:56 +0800, MAX6675, 23.931818
2016-11-05 00:07:21 +0800, MAX6675, 23.931818
2016-11-05 00:07:45 +0800, MAX6675, 23.818182
2016-11-05 00:08:10 +0800, MAX6675, 23.886364
2016-11-05 00:08:34 +0800, MAX6675, 23.818182
2016-11-05 00:08:59 +0800, MAX6675, 23.772728
2016-11-05 00:09:23 +0800, MAX6675, 23.840910
2016-11-05 00:09:48 +0800, MAX6675, 23.886364
2016-11-05 00:10:12 +0800, MAX6675, 23.818182
2016-11-05 00:10:37 +0800, MAX6675, 23.909090
2016-11-05 00:11:01 +0800, MAX6675, 23.886364
2016-11-05 00:11:26 +0800, MAX6675, 23.750000
2016-11-05 00:11:50 +0800, MAX6675, 23.750000
2016-11-05 00:12:15 +0800, MAX6675, 23.886364
2016-11-05 00:12:39 +0800, MAX6675, 23.909090
2016-11-05 00:13:04 +0800, MAX6675, 23.727272
2016-11-05 00:13:28 +0800, MAX6675, 23.863636
2016-11-05 00:13:53 +0800, MAX6675, 23.772728
2016-11-05 00:14:17 +0800, MAX6675, 24.000000
2016-11-05 00:14:42 +0800, MAX6675, 23.772728
2016-11-05 00:15:06 +0800, MAX6675, 23.886364
2016-11-05 00:15:30 +0800, MAX6675, 23.750000
2016-11-05 00:15:55 +0800, MAX6675, 23.750000
2016-11-05 00:16:19 +0800, MAX6675, 23.840910
2016-11-05 00:16:44 +0800, MAX6675, 23.886364
2016-11-05 00:17:08 +0800, MAX6675, 23.818182
2016-11-05 00:17:33 +0800, MAX6675, 23.863636
2016-11-05 00:17:57 +0800, MAX6675, 23.840910
2016-11-05 00:18:22 +0800, MAX6675, 23.886364
2016-11-05 00:18:46 +0800, MAX6675, 23.818182
2016-11-05 00:19:11 +0800, MAX6675, 23.795454
2016-11-05 00:19:35 +0800, MAX6675, 23.772728
2016-11-05 00:20:00 +0800, MAX6675, 23.840910
2016-11-05 00:20:24 +0800, MAX6675, 23.886364
2016-11-05 00:20:49 +0800, MAX6675, 23.795454
