DateTime, Temperature (Celcius)
2017-03-29 00:00:14 +0800, 23.136364
2017-03-29 00:00:38 +0800, 23.136364
2017-03-29 00:01:03 +0800, 23.204546
2017-03-29 00:01:27 +0800, 23.204546
2017-03-29 00:01:52 +0800, 23.136364
2017-03-29 00:02:16 +0800, 23.204546
2017-03-29 00:02:41 +0800, 23.136364
2017-03-29 00:03:05 +0800, 23.136364
2017-03-29 00:03:30 +0800, 23.159090
2017-03-29 00:03:54 +0800, 22.977272
2017-03-29 00:04:19 +0800, 23.068182
2017-03-29 00:04:43 +0800, 23.068182
2017-03-29 00:05:08 +0800, 23.318182
2017-03-29 00:05:32 +0800, 23.318182
2017-03-29 00:05:57 +0800, 23.250000
2017-03-29 00:06:21 +0800, 23.295454
2017-03-29 00:06:46 +0800, 23.204546
2017-03-29 00:07:10 +0800, 22.909090
2017-03-29 00:07:35 +0800, 23.159090
2017-03-29 00:07:59 +0800, 23.181818
2017-03-29 00:08:23 +0800, 23.136364
2017-03-29 00:08:48 +0800, 23.204546
2017-03-29 00:09:12 +0800, 23.090910
2017-03-29 00:09:37 +0800, 23.181818
2017-03-29 00:10:01 +0800, 23.090910
2017-03-29 00:10:26 +0800, 23.068182
2017-03-29 00:10:50 +0800, 23.295454
2017-03-29 00:11:15 +0800, 23.022728
2017-03-29 00:11:39 +0800, 23.250000
2017-03-29 00:12:04 +0800, 23.204546
2017-03-29 00:12:28 +0800, 23.204546
2017-03-29 00:12:53 +0800, 23.181818
2017-03-29 00:13:17 +0800, 23.227272
2017-03-29 00:13:42 +0800, 22.977272
2017-03-29 00:14:06 +0800, 23.295454
2017-03-29 00:14:31 +0800, 23.250000
2017-03-29 00:14:55 +0800, 23.136364
2017-03-29 00:15:20 +0800, 23.272728
2017-03-29 00:15:44 +0800, 23.204546
2017-03-29 00:16:09 +0800, 23.272728
2017-03-29 00:16:33 +0800, 23.113636
2017-03-29 00:16:58 +0800, 23.340910
2017-03-29 00:17:22 +0800, 23.159090
2017-03-29 00:17:47 +0800, 23.136364
2017-03-29 00:18:11 +0800, 23.159090
2017-03-29 00:18:36 +0800, 23.159090
2017-03-29 00:19:00 +0800, 23.113636
2017-03-29 00:19:25 +0800, 23.204546
2017-03-29 00:19:49 +0800, 23.272728
2017-03-29 00:20:14 +0800, 22.977272
2017-03-29 00:20:38 +0800, 23.068182
2017-03-29 00:21:02 +0800, 23.181818
2017-03-29 00:21:27 +0800, 23.068182
2017-03-29 00:21:51 +0800, 23.272728
2017-03-29 00:22:16 +0800, 23.113636
2017-03-29 00:22:40 +0800, 23.090910
2017-03-29 00:23:05 +0800, 23.227272
2017-03-29 00:23:29 +0800, 23.295454
2017-03-29 00:23:54 +0800, 23.022728
2017-03-29 00:24:18 +0800, 23.204546
2017-03-29 00:24:43 +0800, 23.363636
2017-03-29 00:25:07 +0800, 23.181818
2017-03-29 00:25:32 +0800, 23.250000
2017-03-29 00:25:56 +0800, 23.136364
2017-03-29 00:26:21 +0800, 23.090910
2017-03-29 00:26:45 +0800, 23.045454
2017-03-29 00:27:10 +0800, 23.204546
2017-03-29 00:27:34 +0800, 23.250000
2017-03-29 00:27:59 +0800, 22.931818
2017-03-29 00:28:23 +0800, 23.181818
2017-03-29 00:28:48 +0800, 23.045454
2017-03-29 00:29:12 +0800, 23.113636
2017-03-29 00:29:37 +0800, 23.022728
2017-03-29 00:30:01 +0800, 23.068182
2017-03-29 00:30:26 +0800, 23.136364
2017-03-29 00:30:50 +0800, 23.227272
2017-03-29 00:31:15 +0800, 24.113636
2017-03-29 00:31:39 +0800, 24.863636
2017-03-29 00:32:04 +0800, 26.340910
2017-03-29 00:32:28 +0800, 27.545454
2017-03-29 00:32:52 +0800, 29.022728
2017-03-29 00:33:17 +0800, 30.295454
2017-03-29 00:33:41 +0800, 31.500000
2017-03-29 00:34:06 +0800, 32.818180
2017-03-29 00:34:30 +0800, 34.022728
2017-03-29 00:34:55 +0800, 35.045456
2017-03-29 00:35:19 +0800, 35.931820
2017-03-29 00:35:44 +0800, 36.863636
2017-03-29 00:36:08 +0800, 37.431820
2017-03-29 00:36:33 +0800, 38.159092
2017-03-29 00:36:57 +0800, 38.818180
2017-03-29 00:37:22 +0800, 39.227272
2017-03-29 00:37:46 +0800, 39.704544
2017-03-29 00:38:11 +0800, 40.227272
2017-03-29 00:38:35 +0800, 40.636364
2017-03-29 00:39:00 +0800, 40.659092
2017-03-29 00:39:24 +0800, 41.000000
2017-03-29 00:39:49 +0800, 41.272728
2017-03-29 00:40:13 +0800, 41.500000
2017-03-29 00:40:38 +0800, 41.659092
2017-03-29 00:41:02 +0800, 41.886364
2017-03-29 00:41:27 +0800, 41.954544
2017-03-29 00:41:51 +0800, 42.022728
2017-03-29 00:42:16 +0800, 42.159092
2017-03-29 00:42:40 +0800, 42.250000
2017-03-29 00:43:05 +0800, 42.318180
2017-03-29 00:43:29 +0800, 42.340908
2017-03-29 00:43:54 +0800, 42.295456
2017-03-29 00:44:18 +0800, 42.477272
2017-03-29 00:44:43 +0800, 42.522728
2017-03-29 00:45:07 +0800, 42.500000
2017-03-29 00:45:31 +0800, 42.500000
2017-03-29 00:45:56 +0800, 42.590908
2017-03-29 00:46:20 +0800, 42.613636
2017-03-29 00:46:45 +0800, 42.545456
2017-03-29 00:47:09 +0800, 42.613636
2017-03-29 00:47:34 +0800, 42.590908
2017-03-29 00:47:58 +0800, 42.636364
2017-03-29 00:48:23 +0800, 42.727272
2017-03-29 00:48:47 +0800, 42.840908
2017-03-29 00:49:12 +0800, 42.590908
2017-03-29 00:49:36 +0800, 42.772728
2017-03-29 00:50:01 +0800, 42.795456
2017-03-29 00:50:25 +0800, 42.477272
2017-03-29 00:50:50 +0800, 42.704544
2017-03-29 00:51:14 +0800, 42.795456
2017-03-29 00:51:39 +0800, 42.818180
2017-03-29 00:52:03 +0800, 42.840908
2017-03-29 00:52:28 +0800, 42.840908
2017-03-29 00:52:52 +0800, 42.772728
2017-03-29 00:53:17 +0800, 42.909092
2017-03-29 00:53:41 +0800, 42.795456
2017-03-29 00:54:06 +0800, 42.840908
2017-03-29 00:54:30 +0800, 42.613636
2017-03-29 00:54:55 +0800, 42.772728
2017-03-29 00:55:19 +0800, 42.750000
2017-03-29 00:55:44 +0800, 42.931820
2017-03-29 00:56:08 +0800, 42.840908
2017-03-29 00:56:33 +0800, 42.886364
2017-03-29 00:56:57 +0800, 42.840908
2017-03-29 00:57:22 +0800, 42.863636
2017-03-29 00:57:46 +0800, 42.863636
2017-03-29 00:58:10 +0800, 42.818180
2017-03-29 00:58:35 +0800, 42.818180
2017-03-29 00:58:59 +0800, 42.909092
2017-03-29 00:59:24 +0800, 42.909092
2017-03-29 00:59:48 +0800, 43.022728
2017-03-29 01:00:13 +0800, 43.000000
2017-03-29 01:00:37 +0800, 43.022728
2017-03-29 01:01:02 +0800, 43.000000
2017-03-29 01:01:26 +0800, 42.977272
2017-03-29 01:01:51 +0800, 42.954544
2017-03-29 01:02:15 +0800, 42.977272
2017-03-29 01:02:40 +0800, 42.772728
2017-03-29 01:03:04 +0800, 42.681820
2017-03-29 01:03:29 +0800, 42.818180
2017-03-29 01:03:53 +0800, 42.818180
2017-03-29 01:04:18 +0800, 42.931820
2017-03-29 01:04:42 +0800, 42.840908
2017-03-29 01:05:07 +0800, 42.909092
2017-03-29 01:05:31 +0800, 43.000000
2017-03-29 01:05:56 +0800, 42.863636
2017-03-29 01:06:20 +0800, 42.977272
2017-03-29 01:06:45 +0800, 42.886364
2017-03-29 01:07:09 +0800, 42.954544
2017-03-29 01:07:34 +0800, 42.840908
2017-03-29 01:07:58 +0800, 43.113636
2017-03-29 01:08:23 +0800, 42.840908
2017-03-29 01:08:47 +0800, 42.750000
2017-03-29 01:09:12 +0800, 42.886364
2017-03-29 01:09:36 +0800, 42.795456
2017-03-29 01:10:00 +0800, 42.909092
2017-03-29 01:10:25 +0800, 42.704544
2017-03-29 01:10:49 +0800, 42.977272
2017-03-29 01:11:14 +0800, 42.977272
2017-03-29 01:11:38 +0800, 42.954544
2017-03-29 01:12:03 +0800, 42.977272
2017-03-29 01:12:27 +0800, 42.931820
2017-03-29 01:12:52 +0800, 42.931820
2017-03-29 01:13:16 +0800, 42.909092
2017-03-29 01:13:41 +0800, 42.795456
2017-03-29 01:14:05 +0800, 42.909092
2017-03-29 01:14:30 +0800, 42.954544
2017-03-29 01:14:54 +0800, 43.000000
2017-03-29 01:15:19 +0800, 43.068180
2017-03-29 01:15:43 +0800, 42.886364
2017-03-29 01:16:08 +0800, 42.954544
2017-03-29 01:16:32 +0800, 42.886364
2017-03-29 01:16:57 +0800, 42.863636
2017-03-29 01:17:21 +0800, 42.704544
2017-03-29 01:17:46 +0800, 42.795456
2017-03-29 01:18:10 +0800, 42.931820
2017-03-29 01:18:35 +0800, 42.704544
2017-03-29 01:18:59 +0800, 42.863636
2017-03-29 01:19:24 +0800, 42.909092
2017-03-29 01:19:48 +0800, 43.022728
2017-03-29 01:20:13 +0800, 43.159092
2017-03-29 01:20:37 +0800, 42.954544
2017-03-29 01:21:02 +0800, 43.000000
2017-03-29 01:21:26 +0800, 43.181820
2017-03-29 01:21:51 +0800, 42.977272
2017-03-29 01:22:15 +0800, 42.818180
2017-03-29 01:22:39 +0800, 42.863636
2017-03-29 01:23:04 +0800, 43.000000
2017-03-29 01:23:28 +0800, 42.954544
2017-03-29 01:23:53 +0800, 42.727272
2017-03-29 01:24:17 +0800, 42.590908
2017-03-29 01:24:42 +0800, 42.840908
2017-03-29 01:25:06 +0800, 42.818180
2017-03-29 01:25:31 +0800, 42.954544
2017-03-29 01:25:55 +0800, 42.863636
2017-03-29 01:26:20 +0800, 42.818180
2017-03-29 01:26:44 +0800, 42.909092
2017-03-29 01:27:09 +0800, 42.931820
2017-03-29 01:27:33 +0800, 42.954544
2017-03-29 01:27:58 +0800, 43.022728
2017-03-29 01:28:22 +0800, 42.772728
2017-03-29 01:28:47 +0800, 42.886364
2017-03-29 01:29:11 +0800, 42.863636
2017-03-29 01:29:36 +0800, 42.931820
2017-03-29 01:30:00 +0800, 43.000000
2017-03-29 01:30:25 +0800, 42.931820
2017-03-29 01:30:49 +0800, 43.227272
2017-03-29 01:31:14 +0800, 43.068180
2017-03-29 01:31:38 +0800, 42.886364
2017-03-29 01:32:03 +0800, 42.977272
2017-03-29 01:32:27 +0800, 43.000000
2017-03-29 01:32:52 +0800, 42.931820
2017-03-29 01:33:16 +0800, 42.909092
2017-03-29 01:33:41 +0800, 43.068180
2017-03-29 01:34:05 +0800, 43.000000
2017-03-29 01:34:30 +0800, 43.113636
2017-03-29 01:34:54 +0800, 43.295456
2017-03-29 01:35:18 +0800, 43.181820
2017-03-29 01:35:43 +0800, 43.159092
2017-03-29 01:36:07 +0800, 43.204544
2017-03-29 01:36:32 +0800, 43.136364
2017-03-29 01:36:56 +0800, 43.250000
2017-03-29 01:37:21 +0800, 43.204544
2017-03-29 01:37:45 +0800, 43.181820
2017-03-29 01:38:10 +0800, 43.340908
2017-03-29 01:38:34 +0800, 43.136364
2017-03-29 01:38:59 +0800, 43.159092
2017-03-29 01:39:23 +0800, 43.318180
2017-03-29 01:39:48 +0800, 43.250000
2017-03-29 01:40:12 +0800, 43.295456
2017-03-29 01:40:37 +0800, 43.227272
2017-03-29 01:41:01 +0800, 43.204544
2017-03-29 01:41:26 +0800, 43.181820
2017-03-29 01:41:50 +0800, 43.181820
2017-03-29 01:42:15 +0800, 43.090908
2017-03-29 01:42:39 +0800, 43.250000
2017-03-29 01:43:04 +0800, 43.000000
2017-03-29 01:43:28 +0800, 43.090908
2017-03-29 01:43:53 +0800, 43.159092
